Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
E0,18/09/2010,Sunderland,Arsenal,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/09/2010,Tottenham,Wolves,3,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/09/2010,West Brom,Birmingham,3,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/09/2010,Chelsea,Blackpool,4,0,H,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/09/2010,Man United,Liverpool,3,2,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/09/2010,Wigan,Man City,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/09/2010,Arsenal,West Brom,2,3,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/09/2010,Birmingham,Wigan,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/09/2010,Blackpool,Blackburn,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/09/2010,Fulham,Everton,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/09/2010,Liverpool,Sunderland,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/09/2010,Man City,Chelsea,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/09/2010,West Ham,Tottenham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2010,Bolton,Man United,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2010,Newcastle,Stoke,1,2,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2010,Wolves,Aston Villa,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/10/2010,Birmingham,Everton,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/10/2010,Stoke,Blackburn,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/10/2010,Sunderland,Man United,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/10/2010,Tottenham,Aston Villa,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/10/2010,West Brom,Bolton,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/10/2010,West Ham,Fulham,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/10/2010,Wigan,Wolves,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/10/2010,Chelsea,Arsenal,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/10/2010,Liverpool,Blackpool,1,2,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/10/2010,Man City,Newcastle,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/10/2010,Arsenal,Birmingham,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/10/2010,Aston Villa,Chelsea,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/10/2010,Bolton,Stoke,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/10/2010,Fulham,Tottenham,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/10/2010,Man United,West Brom,2,2,D,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/10/2010,Newcastle,Wigan,2,2,D,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/10/2010,Wolves,West Ham,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,17/10/2010,Blackpool,Man City,2,3,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,17/10/2010,Everton,Liverpool,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/10/2010,Blackburn,Sunderland,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/10/2010,Birmingham,Blackpool,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/10/2010,Chelsea,Wolves,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/10/2010,Sunderland,Aston Villa,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/10/2010,Tottenham,Everton,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/10/2010,West Brom,Fulham,2,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/10/2010,West Ham,Newcastle,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/10/2010,Wigan,Bolton,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/10/2010,Liverpool,Blackburn,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/10/2010,Man City,Arsenal,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/10/2010,Stoke,Man United,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/10/2010,Arsenal,West Ham,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/10/2010,Blackburn,Chelsea,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/10/2010,Everton,Stoke,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/10/2010,Fulham,Wigan,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/10/2010,Man United,Tottenham,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/10/2010,Wolves,Man City,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,31/10/2010,Aston Villa,Birmingham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,31/10/2010,Bolton,Liverpool,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,31/10/2010,Newcastle,Sunderland,5,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/11/2010,Blackpool,West Brom,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/11/2010,Birmingham,West Ham,2,2,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/11/2010,Blackburn,Wigan,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/11/2010,Blackpool,Everton,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/11/2010,Bolton,Tottenham,4,2,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/11/2010,Fulham,Aston Villa,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/11/2010,Man United,Wolves,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/11/2010,Sunderland,Stoke,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/11/2010,Arsenal,Newcastle,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/11/2010,Liverpool,Chelsea,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/11/2010,West Brom,Man City,0,2,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/11/2010,Stoke,Birmingham,3,2,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/11/2010,Tottenham,Sunderland,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/11/2010,Aston Villa,Blackpool,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/11/2010,Chelsea,Fulham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/11/2010,Everton,Bolton,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/11/2010,Man City,Man United,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/11/2010,Newcastle,Blackburn,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/11/2010,West Ham,West Brom,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/11/2010,Wigan,Liverpool,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/11/2010,Wolves,Arsenal,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/11/2010,Aston Villa,Man United,2,2,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/11/2010,Man City,Birmingham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/11/2010,Newcastle,Fulham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/11/2010,Stoke,Liverpool,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/11/2010,Tottenham,Blackburn,4,2,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/11/2010,West Ham,Blackpool,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/11/2010,Wigan,West Brom,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/11/2010,Wolves,Bolton,2,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/11/2010,Chelsea,Sunderland,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/11/2010,Everton,Arsenal,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/11/2010,Arsenal,Tottenham,2,3,A,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/11/2010,Birmingham,Chelsea,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/11/2010,Blackpool,Wolves,2,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/11/2010,Bolton,Newcastle,5,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/11/2010,Liverpool,West Ham,3,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/11/2010,Man United,Wigan,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/11/2010,West Brom,Stoke,0,3,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/11/2010,Blackburn,Aston Villa,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/11/2010,Fulham,Man City,1,4,A,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/11/2010,Sunderland,Everton,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/11/2010,Aston Villa,Arsenal,2,4,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/11/2010,Bolton,Blackpool,2,2,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/11/2010,Everton,West Brom,1,4,A,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/11/2010,Fulham,Birmingham,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/11/2010,Man United,Blackburn,7,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/11/2010,Stoke,Man City,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/11/2010,West Ham,Wigan,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/11/2010,Wolves,Sunderland,3,2,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/11/2010,Newcastle,Chelsea,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/11/2010,Tottenham,Liverpool,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/12/2010,Arsenal,Fulham,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/12/2010,Birmingham,Tottenham,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/12/2010,Blackburn,Wolves,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/12/2010,Chelsea,Everton,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/12/2010,Man City,Bolton,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/12/2010,Wigan,Stoke,2,2,D,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/12/2010,Sunderland,West Ham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/12/2010,West Brom,Newcastle,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/12/2010,Liverpool,Aston Villa,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/12/2010,Aston Villa,West Brom,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/12/2010,Everton,Wigan,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/12/2010,Fulham,Sunderland,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/12/2010,Newcastle,Liverpool,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/12/2010,Stoke,Blackpool,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/12/2010,West Ham,Man City,1,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/12/2010,Bolton,Blackburn,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/12/2010,Tottenham,Chelsea,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/12/2010,Wolves,Birmingham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/12/2010,Man United,Arsenal,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/12/2010,Blackburn,West Ham,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/12/2010,Sunderland,Bolton,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/12/2010,Man City,Everton,1,2,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/12/2010,Aston Villa,Tottenham,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/12/2010,Blackburn,Stoke,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/12/2010,Bolton,West Brom,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/12/2010,Fulham,West Ham,1,3,A,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/12/2010,Man United,Sunderland,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/12/2010,Newcastle,Man City,1,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/12/2010,Wolves,Wigan,1,2,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/12/2010,Arsenal,Chelsea,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/12/2010,Birmingham,Man United,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/12/2010,Man City,Aston Villa,4,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/12/2010,Stoke,Fulham,0,2,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/12/2010,Sunderland,Blackpool,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/12/2010,Tottenham,Newcastle,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/12/2010,West Brom,Blackburn,1,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/12/2010,West Ham,Everton,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/12/2010,Chelsea,Bolton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/12/2010,Liverpool,Wolves,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/12/2010,Wigan,Arsenal,2,2,D,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/01/2011,Birmingham,Arsenal,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/01/2011,Liverpool,Bolton,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/01/2011,Man City,Blackpool,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/01/2011,Stoke,Everton,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/01/2011,Sunderland,Blackburn,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/01/2011,Tottenham,Fulham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/01/2011,West Brom,Man United,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/01/2011,West Ham,Wolves,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/01/2011,Chelsea,Aston Villa,3,3,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/01/2011,Wigan,Newcastle,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/01/2011,Blackpool,Birmingham,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/01/2011,Fulham,West Brom,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/01/2011,Man United,Stoke,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/01/2011,Arsenal,Man City,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/01/2011,Aston Villa,Sunderland,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/01/2011,Blackburn,Liverpool,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/01/2011,Bolton,Wigan,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/01/2011,Everton,Tottenham,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/01/2011,Newcastle,West Ham,5,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/01/2011,Wolves,Chelsea,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/01/2011,Blackpool,Liverpool,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2011,Chelsea,Blackburn,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2011,Man City,Wolves,4,3,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2011,Stoke,Bolton,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2011,West Brom,Blackpool,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2011,West Ham,Arsenal,0,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2011,Wigan,Fulham,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/01/2011,Birmingham,Aston Villa,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/01/2011,Liverpool,Everton,2,2,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/01/2011,Sunderland,Newcastle,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/01/2011,Tottenham,Man United,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2011,Arsenal,Wigan,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2011,Aston Villa,Man City,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2011,Blackpool,Sunderland,1,2,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2011,Everton,West Ham,2,2,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2011,Fulham,Stoke,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2011,Man United,Birmingham,5,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2011,Newcastle,Tottenham,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2011,Wolves,Liverpool,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/01/2011,Blackburn,West Brom,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/01/2011,Bolton,Chelsea,0,4,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/01/2011,Blackpool,Man United,2,3,A,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/01/2011,Wigan,Aston Villa,1,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/01/2011,Liverpool,Fulham,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/02/2011,Arsenal,Everton,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/02/2011,Man United,Aston Villa,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/02/2011,Sunderland,Chelsea,2,4,A,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/02/2011,West Brom,Wigan,2,2,D,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2011,Birmingham,Man City,2,2,D,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2011,Blackburn,Tottenham,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2011,Blackpool,West Ham,1,3,A,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2011,Bolton,Wolves,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2011,Fulham,Newcastle,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2011,Liverpool,Stoke,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2011,Aston Villa,Fulham,2,2,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2011,Everton,Blackpool,5,3,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2011,Man City,West Brom,3,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
